The Lord of the Rings: War in the North,"Snowblind Studios
Feral Interactive (Mac OS X)[1]","Warner Bros. Interactive Entertainment,
Feral Interactive (Mac OS X)[1]",0,"Single-player, co-op multiplayer"
Hometown Story,Toybox Inc.,"NA Natsume
EU Rising Star Games[1]",0,Single-player
Leisure Suit Larry: Reloaded,N-Fusion Interactive[1],"Replay Games
Codemasters (IP holder)",0,Single-player
Teenage Mutant Ninja Turtles: Out of the Shadows,Red Fly Studio,Activision,0,"Single-player, multiplayer[1][3]"
Class of Heroes,"Acquire, Zero Div","JP Acquire
NA Atlus",0,Single-player
Epic Mickey 2: The Power of Two,"Junction Point Studios
Blitz Games Studios
Heavy Iron Studios (Wii U)","Disney Interactive Studios

JP Spike Chunsoft[1]


Sony Computer Entertainment (PS Vita)",0,"Single-player, multiplayer"
Tearaway,Media Molecule,Sony Computer Entertainment Europe,0,Single-player
Shadowrun Returns,Harebrained Schemes,No data,0,Single-player[3]
Powerstar Golf,Zoë Mode,Microsoft Studios,0,"Single-player
Multiplayer"
New Super Mario Bros. U,Nintendo EAD,Nintendo,0,"Single-player, multiplayer"
New Super Luigi U,Nintendo EAD,Nintendo,0,"Single-player, multiplayer"
Impire,Cyanide Studios,Paradox Interactive,0,No data
Retro/Grade,24 Caret Games,24 Caret Games,0,No data
rain,"Acquire
SCE Japan Studio",Sony Computer Entertainment,0,No data
Dust 514,CCP Shanghai,"CCP Games, Sony Computer Entertainment",0,Multiplayer
"",NeocoreGames,NeocoreGames,0,"Single-player, multiplayer"
Tiger Woods PGA Tour 14,EA Tiburon,EA Sports,0,"Single-player, multiplayer"
StarCraft II: Heart of the Swarm,Blizzard Entertainment,Blizzard Entertainment,0,"Single-player, multiplayer"
Dust: An Elysian Tail,Humble Hearts,Microsoft Studios,0,Single-player
Army of Two: The Devil's Cartel,"Visceral Games
EA Montreal",Electronic Arts,0,"Single-player, co-op, multiplayer"
Puppeteer,SCE Japan Studio,Sony Computer Entertainment,0,No data
One Piece: Pirate Warriors 2,Omega Force,Namco Bandai Games,0,No data
Cut the Rope,ZeptoLab,"Chillingo (original Cut the Rope only), Activision (Cut the Rope: Triple Treat)",0,Single
Dead or Alive 5 Plus,"Team Ninja
(in partnership with Sega AM2)",Tecmo Koei,0,No data
TurtleStrike,eeGon Games [1],No data,0,Multiplayer
He-Man: The Most Powerful Game in the Universe,GlitchSoft,Chillingo,0,Single-player
The Stanley Parable,"Davey Wreden (mod)
Galactic Cafe (remake)",No data,0,Single-player
Ni no Kuni,"Level-5
Animation:
Studio Ghibli[1]","JP Level-5
NA Namco Bandai
EU Namco Bandai Europe[2]",0,Single-player
"Dungeons & Dragons:
Chronicles of Mystara",Iron Galaxy Studios,Capcom,0,"Single-player
Multiplayer (up to 4 players)"
Ascend: Hand of Kul,Signal Studios,"Microsoft Studios
Signal Studios (Steam)",0,"Single-player, asynchronous multiplayer"
Killzone: Shadow Fall,Guerrilla Games,Sony Computer Entertainment,0,"Single-player, multiplayer"
Final Fantasy III,"Original version
Square
3D remake
Square Enix
Matrix Software[1]","Original version
Square
3D remake
Square Enix",0,"Single-player
Multiplayer (remake only)"
Phoenix Wright: Ace Attorney - Dual Destinies,Capcom,Capcom,0,Single-player
Mega Man 4,Capcom,Capcom,0,Single-player
Zoo Tycoon,Frontier Developments,Microsoft Studios,0,"Single-player (Xbox One, Xbox 360), multiplayer (Xbox One[1])"
Metal Gear Rising: Revengeance,"Platinum Games[1]
TransGaming (Mac)",Konami,0,Single-player
Batman: Arkham Origins Blackgate,Armature Studio,Warner Bros. Interactive Entertainment,0,Single-player
Need for Speed: Most Wanted,"Criterion Games
Firemonkeys Studios (iOS/Android)[1]",Electronic Arts,0,"Single-player, multiplayer"
Darkfall Unholy Wars,Aventurine SA,No data,0,Multiplayer
Darkstalkers Resurrection,Iron Galaxy Studios,Capcom,0,"Single-player, multiplayer"
The Bureau: XCOM Declassified,"2K Marin
2K Australia
2K China",2K Games,0,Single-player
Dead Rising 3,Capcom Vancouver[1],"Microsoft Studios[1]
Capcom (PC/Xbox One Japan)",0,"Single-player, multiplayer (online co-op)"
Final Exam,Mighty Rocket Studio,Focus Home Interactive,0,No data
WWE 2K14,Yuke's,2K Sports,0,"Single player
Multiplayer"
Day One: Garry's Incident,Wild Games Studio,Wild Games Studio,0,Single-player
Scribblenauts Unmasked: A DC Comics Adventure,5th Cell,Warner Bros. Interactive Entertainment,0,Single-player
Zen Pinball 2,Zen Studios,"Sony Computer Entertainment, Zen Studios",0,"Single player, Multiplayer"
Warframe,Digital Extremes[1],"Digital Extremes

SEA IAHGames (PC)",0,"Single-player, multiplayer"
A.R.E.S. Extinction Agenda,Extend Studio,"Origo Games
Aksys Games",0,Single-player
Fist of the North Star: Ken's Rage 2,Koei,Tecmo Koei,0,"Single-player, Multiplayer"
Divinity: Dragon Commander,Larian Studios,Larian Studios,0,"Single-player, Multiplayer"
The Cave,Double Fine Productions,Sega,0,"Single-player, co-op (3 players, local)"
Tom Clancy's Splinter Cell: Blacklist,"Ubisoft Toronto
Ubisoft Montreal
Ubisoft Shanghai",Ubisoft,0,"Single-player, multiplayer[3]"
Sniper: Ghost Warrior 2,City Interactive,City Interactive,0,"Single-player, multiplayer"
Guild01,"Level-5
Grasshopper Manufacture (Liberation Maiden)
Vivarium Inc. (Aero Porter)
Nex Entertainment (Weapon Shop de Omasse, Crimson Shroud)[8]",Level-5,0,No data
Guild02,"Level-5
Grasshopper Manufacture (Liberation Maiden)
Vivarium Inc. (Aero Porter)
Nex Entertainment (Weapon Shop de Omasse, Crimson Shroud)[8]",Level-5,0,No data
Valhalla Knights 3,K2 LLC,"JP Marvelous AQL
NA XSEED Games[1]",0,"Single-player, multiplayer"
Lego City Undercover: The Chase Begins,TT Fusion,Nintendo,0,Single-player
Commander Keen: Keen Dreams,id Software,"Softdisk
Super Fighter Team
Flat Rock Software",0,Single-player
Toki Tori 2,Two Tribes B.V.,"Two Tribes B.V.
Rainy Frog (Japan) [1]",0,Single Player
Don't Starve (video game),Klei Entertainment,No data,0,Single-player
Worms 2: Armageddon,Team17[1],Team17[1],0,"Single-player, Multiplayer"
Time and Eternity,"Imageepoch
Satelight","Namco Bandai Games
NIS America",0,Single-player
NBA Live 14,EA Tiburon,Electronic Arts,0,"Single-player, multiplayer"
Katamari Damacy,"Namco, Now Production [1]",Namco,0,"Single-player, multiplayer"
Lego Marvel Super Heroes,TT Games,"Warner Bros. Interactive Entertainment
Feral Interactive (OS X) [1]",0,"Single-player, multiplayer"
NHL 14,EA Canada,EA Sports,0,"Single-player, Multiplayer, Online multiplayer"
Spec Ops: The Line,Yager Development,2K Games,0,"Single-player, multiplayer"
Deadly Premonition,"Access Games
Rising Star Games (PC version)","Xbox 360
NA Ignition Entertainment
JP Marvelous Entertainment
EU Rising Star Games
PlayStation 3

JP Marvelous Entertainment
WW Rising Star Games[1][2]

Microsoft Windows

NA Rising Star Games
EU Mastertronic",0,Single-player
Ashes Cricket 2013,Trickstar Games,505 Games,0,"Single-player, Multi player, Online"
Flower,"Thatgamecompany
Bluepoint Games (PS4, PSV)",Sony Computer Entertainment,0,Single-player
Dropchord,Double Fine Productions,Dracogen,0,"Standard, Full Mix"
Real Racing 3,Firemonkeys Studios,EA Games,0,"Single-player, multiplayer (time-shifted & real-time)"
Europa Universalis IV,Paradox Development Studio,Paradox Interactive,0,No data
The King of Fighters '97,SNK,SNK,0,Up to 2 players simultaneously
Joe Danger,Hello Games,Hello Games[1],0,"Single-player, multiplayer"
Need for Speed Rivals,"Ghost Games

Additional work by:

Criterion Games[1]
Ghost Games UK[2]
EA Vancouver",Electronic Arts,0,"Single-player, multiplayer"
Strike Suit Zero,Born Ready Games,Born Ready Games,0,Single-player
Pandora's Tower,"Ganbarion
Nintendo[1]","Nintendo

NA Xseed Games",0,No data
Age of Wulin,"Suzhou Snail Electronic Co., Ltd.","Snail Games
Webzen, Inc.
Snail Games USA
Mental Games Russia",0,Multiplayer
Pikmin 3,"Nintendo EAD Group No. 4
Development Assistance:
Monolith Soft",Nintendo,0,"Single-player, Multiplayer"
Sonic & All-Stars Racing Transformed,Sumo Digital,Sega,0,"Single-player, multiplayer"
Hotline Miami,"Dennaton Games
Abstraction Games
(PS3, PS4, PSVita)",Devolver Digital,0,Single-player
Lego City Undercover,"TT Fusion
Nintendo SPD",Nintendo[1],0,Single-player
Earth Defense Force 2017,Sandlot,D3 Publisher,0,"Single player, two player co-op"
XCOM: Enemy Within,"Firaxis Games
Feral Interactive (OS X, Linux)","2K Games
Feral Interactive (OS X, Linux)",0,"Single-player, multiplayer"
DARK,Realmforge Studios,Kalypso Media,0,Single-player
"Grand Theft Auto:
Liberty City Stories","Rockstar Leeds
Rockstar North","WW Rockstar Games


JP Capcom",0,"Single-player, multiplayer (PlayStation Portable)"
Samurai Shodown II,SNK,SNK,0,Up to 2 players simultaneously
Disgaea D2: A Brighter Darkness,Nippon Ichi Software,"JP Nippon Ichi Software
WW NIS America",0,Single-player
Poker Night 2,Telltale Games,Telltale Games,0,No data
Furmins,Housemarque,Housemarque,0,Single-player
The Sims 3: University Life,EA Maxis (Salt Lake City),Electronic Arts,0,Single-player
Saints Row IV,"Volition
High Voltage Software (PS4, XBO)",Deep Silver,0,"Single-player, multiplayer"
Dragon's Crown,"Vanillaware
Atlus[1]","Atlus

EU NIS America",0,"Single-player, multiplayer"
DuckTales,Capcom,"Capcom
Disney Interactive Studios",0,Single-player
Stealth Bastard Deluxe,Curve Studios,No data,0,Single-player
Batman: Arkham City Lockdown,NetherRealm Studios,Warner Bros. Interactive Entertainment,0,Single-player
Pro Evolution Soccer 2013,Konami,Konami,0,"Single-player, Multiplayer, Online"
Carmageddon,Stainless Games,"SCi, Interplay",0,"Single player, multiplayer"
Rayman Origins,"Ubisoft Montpellier,
Feral Interactive (Mac OS X)[1]","Ubisoft
Feral Interactive (Mac OS X)",0,"Single-player, co-op"
Dragon's Dogma,Capcom,Capcom,0,"Single-player, multiplayer"
Chaos Code,FK Digital[1],Arc System Works[1],0,"Single-player
Multiplayer"
Saint Seiya: Brave Soldiers,Dimps,Namco Bandai Games,0,"Single-player, Competitive Multiplayer"
Oceanhorn: Monster of Uncharted Seas,Cornfox & Brothers,FDG Entertainment,0,Single-player
Shadow Warrior,Flying Wild Hog,Devolver Digital,0,Single-player
Grid 2,"Codemasters Southam
Feral Interactive (Mac OS X)[1]","Codemasters
Feral Interactive (Mac OS X)",0,"Single-player, multiplayer"
XCOM: Enemy Unknown,"Firaxis Games
Feral Interactive (OS X, Linux)","2K Games
Feral Interactive (OS X, Linux)",0,"Single-player, multiplayer[6]"
Sonic the Hedgehog,Sonic Team,Sega,0,Single-player
DmC Devil May Cry,"Ninja Theory
QLOC (PC)",Capcom,0,Single-player
Young Justice: Legacy,Freedom Factory Studios,"Little Orbit
Warner Bros. Interactive Entertainment[1]",0,"Single-player , multiplayer"
Outlast,Red Barrels,Red Barrels,0,Single-player
BattleBlock Theater,"The Behemoth
Big Timber Studio","Microsoft Studios
The Behemoth (Steam)",0,"Single-player, Co-operative and competitive multiplayer (1-4 players, local and online)"
The Mark of Kri,SCE San Diego Studio,"NA SCEA
EU SCEE
JP Capcom",0,Single-player
Tekken Revolution,Namco Bandai Games,Namco Bandai Games,0,"Single-player, multiplayer"
Mario Party: Island Tour,Nd Cube,Nintendo,0,"Single player
Multiplayer[5]"
The Sims 3: Island Paradise,EA Maxis (Redwood Shores),Electronic Arts,0,Single-player
HarmoKnight,Game Freak,Nintendo,0,Single-player
Hyperdimension Neptunia Victory,"Idea Factory
Compile Heart
Felistella (PS Vita)","JP Compile Heart
NA NIS America",0,Single player
Civilization V: Brave New World,Firaxis Games,2K Games,0,"Single-player, multiplayer"
Stealth Bastard Deluxe,Curve Studios,No data,0,Single-player
Ratchet & Clank: Into the Nexus,"Insomniac Games
Tin Giant (Cancelled PS Vita version)",Sony Computer Entertainment,0,Single-player
Major League Baseball 2K13,Visual Concepts,2K Sports,0,"Single-player, multiplayer"
Sonic the Hedgehog 2,"Sonic Team
Sega Technical Institute",Sega,0,"Single player, Multiplayer"
The Legend of Zelda: The Wind Waker HD,"Nintendo EAD Group No. 3
Development support:
HexaDrive (texture support)[1]
DigitalScape",Nintendo,0,Single-player
Black Rock Shooter: The Game,Imageepoch,"Imageepoch (Japan)
NIS America (NA, Europe)",0,Single-player
Doki-Doki Universe,HumaNature Studios[1],HumaNature Studios[1],0,Single-player
Rogue Legacy,Cellar Door Games,No data,0,No data
X Rebirth,Egosoft,Deep Silver and Tri Synergy,0,Single-player
Metro: Last Light,4A Games,"WW Deep Silver


JP Spike Chunsoft",0,Single-player
Fatal Frame II: Crimson Butterfly,Tecmo,"JP Tecmo
NA Tecmo
PAL Ubisoft (PS2)


EU Microsoft Game Studios (Xbox)",0,Singleplayer
Ninja Gaiden 3: Razor's Edge,Team Ninja,"Wii U

JP Tecmo Koei


NA / PAL Nintendo

PlayStation 3 & Xbox 360
Tecmo Koei",0,"Single player, cooperative, multiplayer"
Lego Batman 2: DC Super Heroes,Traveller's Tales,"Warner Bros. Interactive Entertainment
Feral Interactive (Mac OS X)[1]",0,"Single-player, multiplayer"
Dragon's Prophet,Runewaker Entertainment,"Sony Online Entertainment (US)
Infernum Productions (Europe)
Aeria Games (Japan)",0,Multiplayer online
Payday 2,"Overkill Software
Starbreeze Studios",505 Games,0,"Single-player, co-op"
EarthBound,"Ape
HAL Laboratory",Nintendo,0,Single-player
